,MG_1_1,MG_1_2,MG_1_3,Br3_1_1,Br3_1_2,Br3_1_3,Br7_1_1,Br7_1_2,Br7_1_3,Br10_1_1,Br10_1_2,Br10_1_3,Br15_1_1,Br15_1_2,Br15_1_3,QC1,QC2,QC3
Label,MG,MG,MG,Br3,Br3,Br3,Br7,Br7,Br7,Br10,Br10,Br10,Br15,Br15,Br15,QC,QC,QC
"[(3,4-dimethoxyphenyl)methyl](3-methylbutyl)amine",218976,560562,827346,536172,429685,213504,159902,203272,92492,331856,92157,167086,575516,599646,399167,418885,434734,536819
Nocarimidazole A,152158464,304076896,120185992,78517488,92902240,48181044,92091792,99509544,62525324,82683016,57768668,49391152,25347170,44301756,69890576,30741790,32319660,34748084
"N'-[2-[benzyl(ethoxy)amino]ethyl]ethane-1,2-diamine",13219129,27201768,8058527,5676117,5106184,5025636,4989168,5389129,4086638,5875050,3071415,2858769,2349391,5220160,3023932,3565922,3855750,3767739
fosetyl.2,5452214,5135982,5002532,4974413,4890093,4921156,5049273,4928780,4988798,4779016,5167470,5105186,4540977,6511474,5513538,5505114,4769486,5592264
Nocarimidazole A.1,1091073,2242086,1355618,882333,1013564,708003,1094501,1714454,809450,1500437,903456,769017,824868,1715039,569144,700069,745797,744911
(Z)-N-cyclopropyldodec-2-enamide,146051,121996,142498,75801,165417,96052,6907,50755,91083,75774,77590,96933,0,21663,22685,184706,227092,148894
Glycerol alpha-monochlorohydrin.32,18224388,17664778,18003850,16461187,15050242,15455327,16449164,15816412,16787008,18317906,17514510,18654550,18612920,23007688,21159490,17170312,16198549,17208628
"4-Hydroxy-3,5-dichlorobiphenyl",505855,311197,255790,588556,662658,600816,595108,522872,574073,617266,783354,622864,652620,602153,658686,405285,371462,344750
2-(5-bromo-1H-indol-3-yl)ethan-1-amine,5323094,4904462,4566488,4715847,4553004,4350558,5344760,5042068,5299015,6135497,5363380,6039164,5328159,5837647,4728148,4415468,4292808,4709088
PubChem_88174324,12618965,10950135,11311708,11878543,11413107,11549325,12233234,12954312,11666830,13727966,13089567,13033010,14092340,15351185,15231419,12212384,12749438,13603063
"3,4,5-Trimethoxycinnamic acid.1",155002,173516,170866,139366,148898,165238,81931,112245,144424,108075,107069,149020,153049,126758,100560,137194,187359,196743
UNPD2264,3671782,6330679,4720917,5725398,8169245,5325290,5499524,10343469,3280908,5733830,6961338,7061536,5762800,6566072,3689976,3871540,4179568,4749992
methyl 7-(propan-2-yl)-5-(triaz-1-en-1-yl)-7-azabicyclo[4.1.0]hept-2-ene-3-carboxylate,536464,763733,1004903,567751,404809,993017,238352,461474,662608,559788,528366,663734,790103,878003,733373,877993,906303,1002722
pentaethylene glycol,203516,260908,618479,220579,215349,593337,232775,201447,556715,224697,274264,558418,374114,415240,354853,311898,285812,335678
"(1S,2S)-3-Oxo-2[(2Z)-pentenyl]cyclopentane-1-butyric acid.1",712130,602909,904830,356180,707874,504134,358692,818923,442245,270687,464572,320454,201358,232999,173149,193139,197564,209929
"(1S,2S)-3-Oxo-2[(2Z)-pentenyl]cyclopentane-1-butyric acid.2",342331,171200,234305,107496,130078,135308,171219,144923,162648,154159,171976,144292,1104200,197333,303534,229832,219015,224137
Geranyl acetoacetate,179438,139522,120796,122140,118815,135308,589612,374522,131530,464057,346637,271808,1104200,1184553,2072381,229832,120892,131438
PubChem_163625761,10577029,9532930,9627510,9595458,9250482,9444941,9204797,9745395,9548462,10401378,10746196,11168837,11065719,12285425,11739313,10496524,9422745,10390132
"Urea, N-cycloheptyl-N'-cyclohexyl-",3091404,4344840,3708935,3164418,2663719,2653163,3297842,2551064,2824413,1711865,1690483,1836716,680686,668201,1115711,779998,784634,845024
UNPD181784,1124408,1332211,951107,405868,596669,500729,642897,1333220,564412,605661,605069,501631,372938,839835,456789,1012628,1184844,1252074
PubChem_88174324.1,9050501,8437703,8724540,9237633,8526520,8898219,9078452,9252187,9081427,9745278,10281399,10424940,11084087,11048732,11775862,9358970,9782122,9425016
"N,2-bis(4-methylphenyl)acetamide",314075,456744,353041,394722,317012,250331,241116,331183,493485,275223,350160,394313,0,64997,94930,92280,65695,105478
Petasinine,8024424,8639523,6347834,8537785,7780276,4085130,6196389,9238932,3474140,6792596,6964972,4385650,4322688,6398189,4411719,6072718,6312250,6704522
Petasinine.1,1126325,1151900,872601,845500,1114619,573309,834154,1441782,542897,794454,1006288,609720,574875,659036,725003,577549,529844,595532
Petasinine.2,306877,326129,221894,434605,292490,190083,345612,457682,162666,515424,473174,363672,341524,307195,427531,395262,422701,409028
Petasinine.3,306877,326129,221894,434605,292490,190083,464632,539568,206549,515424,473174,363672,341524,428151,427531,395262,422701,409028
"6-(octylamino)-1H-pyrimidine-2,4-dione",49842600,24579234,41008392,25129864,36000588,21758464,33330596,50502904,21349226,39930592,31293138,31009698,24544986,51180920,32361200,35498180,35392008,38962920
PubChem_88174324.2,9113992,7964470,8098852,8769679,8590258,8246968,8599173,9174173,8601761,9213245,9507674,10081089,10469862,11048732,10570398,9552526,9516965,9418489
"6-(octylamino)-1H-pyrimidine-2,4-dione.1",2490199,2712579,908590,569911,720791,518286,594802,896253,465539,773512,440663,607686,621144,1656787,487609,1067492,1212058,1331924
UNPD48836,1470260,1498804,1774778,1773293,1847686,1754303,1903549,1918912,2134710,1934425,1948780,1969219,1969129,1859181,1787306,2093068,2195274,1964278
UNPD161237,1057636,1087396,1045994,1107566,1131428,917283,987529,1056972,1080527,903611,969909,1003642,987692,775876,932396,1126640,1085960,954765
UNPD161237.1,692068,1666626,1476849,1496956,789366,538965,639131,713458,906953,1196116,680426,1004084,1188461,1020803,758478,1097156,1173375,1039686
UNPD161237.2,914983,813392,1207604,803434,828878,1601076,785684,763865,746347,906880,842732,884922,660124,689421,725535,681262,717822,704959
"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",552369,478593,665898,577820,428538,482242,456785,453598,568215,414181,463109,415519,416592,427246,437304,424962,446554,452073
UNPD188471,16497872,15045131,15869361,15769534,17483558,17819884,19040682,18941586,19217236,21077108,21233792,21398562,23157646,25843872,25147744,21169078,19186488,20753252
PubChem_88174324.3,5896427,5482075,5751290,6035590,6168222,5993368,6653694,6970602,6502147,7373341,7493504,7560814,8112954,8722398,8728738,6651050,6972270,7292999
UNPD188471.1,553718,549487,583066,575138,419783,530280,443496,384240,633933,426262,425214,413091,411466,366593,394533,500851,468430,464738
UNPD188471.2,512898,600910,646935,617502,461486,545487,439526,437535,610010,493891,463692,400049,436002,405480,418121,496730,480160,467650
UNPD188471.3,1340282,911954,1057112,1499641,1022623,1053929,945368,692156,699108,966487,955849,952186,1382835,1138618,1322516,967860,924418,1217357
UNPD188471.4,7862010,7789401,8324167,8129148,9604338,8404452,8619319,8156346,8661084,9388043,9312102,8317458,8813335,9113143,9512679,8328128,8687932,8305224
"4,6-dichloro-N-phenyl-1,3,5-triazin-2-amine",1993756,1479194,1850084,2231128,1646080,2113615,1646474,1357861,979971,1925332,1629217,1990242,2390350,1713064,2259660,2023682,1814587,1805856
"(1S,6R)-2-succinyl-6-hydroxycyclohexa-2,4-diene-1-carboxylic acid",166247,647361,726772,4298092,3611108,3956976,4975738,4320043,4432620,4377902,4518702,4369446,3092742,3261682,3967970,1908657,1998473,2177642
"(1S,6R)-2-succinyl-6-hydroxycyclohexa-2,4-diene-1-carboxylic acid.1",642826,1147031,1880930,1596435,2899850,1452621,484472,385931,1364064,179605,301085,228390,120297,111040,134801,809679,817682,856159
"(1S,6R)-2-succinyl-6-hydroxycyclohexa-2,4-diene-1-carboxylic acid.2",14358835,11492207,12761007,10031004,13877837,14139777,14167031,12927997,14785760,13794983,14996386,15558388,10026274,9720890,10506326,8091164,8642077,9098993
PubChem_160577147,9103806,8902210,8699346,8030482,8272768,8343228,8824668,9199568,8447065,9740085,10220668,10742742,11233347,11336622,10973446,9143654,9137548,9479011
"3',4'-Dihydroxychalcone",56457,91364,49207,85331,85195,49548,0,131178,25383,58441,56447,15846,43499,0,0,93883,105272,103420
Ethyl 4-(1-hydroxy-1-methylethyl)-2-propyl-imidazole-5-carboxylate,4551064,5442900,6053144,4606874,6365764,4014916,5912516,6741211,4443308,5716266,6084610,5347415,7302151,7479188,6693360,5890115,6150738,6422217
"Heptanedioic acid, 1-(2-cyclopentylidenehydrazide)",2635162,3068626,3136967,2635247,3602970,2296392,2886869,3099845,2332323,2729625,3067974,2226724,3477713,3228214,2999377,3089153,3004258,3463866
"Heptanedioic acid, 1-(2-cyclopentylidenehydrazide).1",1676092,1959483,2027341,1799919,2159770,1507407,2122790,2699202,1881525,2068199,2137390,1900521,2737311,2486710,2283193,2061138,2178472,2365076
7-oxo-11E-Tetradecenoic acid,303146,323669,330631,291798,320203,285360,294678,306914,348028,300361,337005,309289,285567,303690,253063,319156,282195,339919
"(1S,2S)-3-oxo-2-pentyl-cyclopentanebutanoic acid",120717,95634,96060,251223,146660,133047,1179734,691652,265292,1477854,1015702,832832,1228177,1443988,1955345,140131,183204,125120
PubChem_88174324.4,7272872,6587548,6863868,7485048,7056704,7325406,7404199,7812642,7709471,8293858,8480235,9459815,8899475,9565761,9433050,8133747,7985578,8206526
UNPD20542,1207551,2127720,2728448,1449808,1272617,2491594,1525359,2309558,1513665,2071555,1394158,1467874,1100011,1543998,662606,384605,403562,397449
"N-(3-chloro-4-fluorophenyl)-2,2,2-trifluoroacetamide",264260224,235831056,265195728,204020448,231016512,199856352,250179552,251128672,227085920,245455040,262106736,250778128,236181680,222605680,243897312,209922464,214811600,224371872
"2-(2,6-Difluorophenyl)thiazole-4-carboxylic acid",1031938,1050214,1042632,1016046,857088,931931,902662,1085941,1054501,1149825,1276888,944003,1051126,1451750,1253366,1052655,929047,940245
"2-(methylsulfonyl)-3-nitropyrazolo[1,5-a]pyridine",3513289,3752307,4012022,3423838,3248048,3547324,3506772,3230222,3601403,3243647,3281962,3365008,3145926,3521730,3317944,3447500,3352596,3271357
"2-(methylsulfonyl)-3-nitropyrazolo[1,5-a]pyridine.1",3577806,3569796,3372932,3043255,2944333,2750794,2658704,2844376,2964626,2784970,2699427,2740161,3237998,2813515,2827765,2791207,2980041,2696479
PubChem_88174324.5,7267642,7133252,6872912,6731510,6926536,6404010,7080402,7281314,7193146,7674351,8151824,8011020,8667661,9273857,8513219,7100690,7095893,7577019
Cribronic acid;(-)-Cribronic acid,3131593,2997209,2789581,462396,396421,430245,386519,302691,307451,333475,336222,335722,350457,458160,373102,327210,290451,321488
"1,2,3-benzoxadiazole",1121420,37331,1097228,998981,130255,1085952,224355,1641894,1308502,1479516,175918,1318262,1200873,203988,1559355,1178964,1009884,1275934
"2-amino-9-(2-hydroxyethoxymethyl)-1,7-dihydropurine-6,8-dione",17407852,8362025,4964436,3972151,4406137,6637492,9715813,7126328,4935171,7013472,8700816,10917913,7631492,5654485,5594956,4848549,5976156,6064768
"2-amino-9-(2-hydroxyethoxymethyl)-1,7-dihydropurine-6,8-dione.1",8798066,4719503,3570282,2717036,2898136,4279562,7981678,6171862,3315296,6285096,7331892,8027182,7322500,5659068,5807063,3449704,4048862,4495870
"2-amino-9-(2-hydroxyethoxymethyl)-1,7-dihydropurine-6,8-dione.2",2594560,1011374,609237,413959,622398,1066967,1909176,1755587,869715,1980019,2535521,2426930,2681486,2292222,1682808,1264398,1334225,1435106
"methyl 2-amino-3,4,5-trimethoxybenzoate",14054,36831,95445,81781,78609,68914,73239,109679,94218,28776,118425,94520,157609,140285,150811,99505,81220,79682
"methyl 2-amino-3,4,5-trimethoxybenzoate.1",1110228,1271277,1011868,313152,495641,440180,534334,588044,395099,463486,509197,424539,549793,696202,663222,2152713,2278374,2356146
PubChem_147791857,3550827,2527370,2732866,7514876,5966052,8133994,9899491,10213846,9543500,8721728,9641842,9177674,10167346,10997175,9823251,6235752,7083258,6053152
"(4E,6E,d14:2) sphingosine",220223,593206,1172812,921794,466703,288836,247499,243797,273345,226989,157125,214523,268213,227946,235498,279868,321428,303833
"(4E,6E,d14:2) sphingosine.1",7486062,7779546,7875950,8191096,7544450,7837754,7351771,7772062,8046494,7415116,7183540,7393489,7821330,7486506,7060212,7850074,8050292,7835418
N-pentyldecanamide,728239,698388,696597,785019,839715,843425,798690,719897,866458,768258,789483,714999,884162,804040,827316,856987,743104,805192
dioctylamine,712967,921870,819315,1073136,1301848,713984,586963,573273,536893,762420,710171,580210,551226,557368,425269,1275656,1212084,1155684
hexadecan-1-amine,214761,601355,966322,373141,340876,171455,215870,133308,281225,770723,192482,206178,212752,124989,156165,719374,783485,745383
hexadecan-1-amine.1,2563502,3451907,6405999,2324646,3126173,2480318,2802777,4122636,2747148,3787948,2920818,3662503,2072213,1460380,1569788,8333761,8220056,8478609
hexadecan-1-amine.2,78465,13974,64976,726887,670624,764853,673334,635507,857965,652681,742033,737315,777106,704986,862688,901112,832376,936282
PubChem_88174324.6,10295262,9979604,9241021,9631647,9888916,9420834,9890573,10674207,9464118,11353963,11303108,11469100,12127725,12013001,12293503,10052812,9504035,10594002
PubChem_22250616,11779418,9693993,7912316,9454888,9693869,10857624,7916263,8513828,9255961,7725156,9307236,9302679,7764706,8814413,7704415,8839840,7280687,7588678
PubChem_71326521,2611512,3123414,3196028,3112030,3069336,3126082,2738262,2629747,2824616,2765936,3002612,2721984,1986308,2663426,2630023,2321972,2039388,2115846
PubChem_11746819,11615735,8051480,7642034,6900350,7037862,8425634,6814629,7331118,7683255,8272294,8017022,7324502,8033886,8727931,7664062,9680196,7343248,8426911
PubChem_11746819.1,1595010,1954178,1945884,1974303,1740088,1869673,1546870,1451168,1478724,1602543,1615888,1486925,1145032,1384718,1699716,1463042,1160176,1326436
PubChem_22250616.1,16484631,17817050,17291484,16882344,16122063,16965482,15142769,13723226,16778030,15582820,12867477,14455453,11044240,13565415,14945930,13412784,12320864,12928830
PubChem_22666713,18225510,12074092,11464360,12085655,10439635,12820940,11022748,8563462,16778030,11819914,15071471,11063700,8991521,11577196,10763276,13541200,10533234,10831342
PubChem_22250616.2,4973656,6120013,6138562,6233505,5852960,5964474,5237888,5076391,5651442,4839064,4874020,4895594,3728880,4837028,5004891,4326460,3501543,4170233
PubChem_53652688,2577231,3440028,3346666,3276890,3542165,3097441,2775322,3045254,2938274,2762069,3002612,2721984,2421152,2663426,2826108,2444522,2039388,2325656
PubChem_22250616.3,2445326,2735725,2910716,2740096,2633452,2510227,2364959,2388296,2597371,2379672,2291786,2555874,1812638,2107474,2317838,2145111,1895807,1860886
PubChem_22250616.4,3302952,4418938,4096481,3780070,4083732,3761402,3566555,3391966,3841921,3091993,3295032,3311858,2601178,3117258,3122890,2828328,2399234,2652130
PubChem_14669501,1766863,2144657,2258776,2087850,2165732,2138144,1837030,1705203,1889726,1812175,1927973,1728380,1400795,1690285,1751721,1590812,1385240,1510405
PubChem_14669501.1,1595010,1748230,1849463,1700233,1752669,1773719,1517669,1498799,1625074,1600711,1601938,1580488,1310866,1415690,1482384,1328619,1126811,1206937
PubChem_71326521.1,2375130,3028536,3190146,3207736,3069336,3126082,2738262,2388296,2597371,2544802,2483564,2631416,1952213,2231752,2630023,2321972,1895807,2107356
PubChem_71326521.2,4124084,4659722,5019505,4803134,4728232,4428264,4051320,4179742,3955373,4178144,3684068,3697102,3036259,3550781,3814535,3373697,2867498,3094180
PubChem_86277703,7287110,8896449,8257081,8213336,8137592,8524059,7363440,6591330,8398674,7234500,6940156,7056737,5001441,5849431,6008157,5961069,5263513,5311102
2-(4-bromophenyl)-2-methylpropanoic acid,1094140,1050297,1179739,1221040,1287415,1169505,1114399,851409,1160830,1032053,939166,884412,879271,947718,991332,1053350,1015028,956338
PubChem_88174324.7,6906162,6768966,6760786,6954353,7088563,6970310,6948086,7502462,7053918,8417304,8210886,8192670,8601441,9773000,8910814,7300256,7278164,7742772
2-(4-bromophenyl)-2-methylpropanoic acid.1,2686456,3437458,3257034,2707299,2580890,2566738,2005872,1895032,2443464,1878270,1734544,1783422,1720609,1707650,1800104,2206032,2048632,2093267
"Benzenebutanoic acid, 4-bromo-",1006134,1089918,1179175,997636,888832,937743,853121,848009,835303,841129,886359,836600,916652,868601,945790,936868,1029398,949945
"Benzenebutanoic acid, 4-bromo-.1",1055146,1151168,1179175,997636,684969,937743,853121,848009,835303,841129,886359,687865,916652,868601,945790,936868,1029398,949945
"Benzenebutanoic acid, 4-bromo-.2",2616805,3036482,2859198,1766986,1830017,1651735,1550342,1533190,1683132,1257338,1230251,1404565,1314514,1298344,1412394,1382575,1517404,1517004
2-(4-bromophenyl)-2-methylpropanoic acid.2,1841819,2924894,3206608,1633089,1593097,1552738,1394267,1304063,1410766,1237211,1253750,1294920,1314514,1340781,1237928,1500888,1420904,1378754
2-(4-bromophenyl)-2-methylpropanoic acid.3,2713361,3369954,3229670,2449230,2380818,2447315,1932428,1976327,2120046,1837125,1755116,1780215,1866663,1772386,1724246,2115136,2006708,1970243
2-(4-bromophenyl)-2-methylpropanoic acid.4,1685466,3343562,2288570,1493093,1593097,1552738,1394267,1256766,1410766,1237211,1253750,1262474,1163340,1259763,1319881,1358035,1325265,1378754
"Benzenebutanoic acid, 4-bromo-.3",2203632,2473629,2481659,2243363,2263090,2269906,2059704,1842796,2133179,1817049,1636712,1722801,1661386,1708116,1830259,1839013,1798056,1868495
"Benzenebutanoic acid, 4-bromo-.4",3064300,3432347,3442234,2942118,2985145,2663358,2328383,2105679,2506099,2104041,1856157,2173240,2058409,1966391,2251123,2258794,2175701,2069123
"Benzenebutanoic acid, 4-bromo-.5",2203476,2976743,2730400,2079217,1978408,1903424,1501776,1519463,1746838,1469598,1483636,1286227,1245054,1300829,1307139,1703336,1572914,1534331
PubChem_88174324.8,10093251,9401275,9898538,9001471,9630843,9082820,9597774,10158248,9910681,11169772,10930625,11582267,11307548,11519496,10915234,10279860,9743427,10880198
2-(4-bromophenyl)-2-methylpropanoic acid.5,1356448,1561650,1490370,1280437,1282654,1342390,1072796,1080597,1121661,1070846,1071575,1125808,977067,1097858,1096999,1201339,1273851,1222718
"Benzenebutanoic acid, 4-bromo-.6",2528812,2762870,2705919,2560282,2549434,2505340,2056898,1940410,2233469,2049764,1629464,1817318,1993782,1841657,1998993,2119690,2095204,1957852
2-(4-bromophenyl)-2-methylpropanoic acid.6,2494314,3013583,3099620,2383362,2272525,2183959,1872166,1762930,2156916,1680822,1769835,1708796,1512536,1591415,1531992,1894960,1789906,1636330
2-(4-bromophenyl)-2-methylpropanoic acid.7,840520,735935,813112,764274,693992,740818,700073,720494,702625,622040,676393,744573,749723,765234,747023,753016,808001,773662
2-(4-bromophenyl)-2-methylpropanoic acid.8,2993379,3410701,3369772,2942118,2834542,2663358,2170646,2096126,2528648,2158692,1959942,1946372,2127394,2034040,2174916,2437538,2178571,2133899
"Benzenebutanoic acid, 4-bromo-.7",2254923,3028089,2761107,2144080,2306542,1932956,1661863,1465426,1751438,1530731,1369478,1435314,1368606,1424727,1273280,1666682,1533741,1571239
"Benzenebutanoic acid, 4-bromo-.8",871058,822505,812587,770583,724946,747576,679087,685786,706731,712012,704310,664259,734393,729009,784313,781296,790092,800352
"Benzenebutanoic acid, 4-bromo-.9",1592095,2084603,1723346,1530856,1439530,1377560,1174500,1240054,1322731,1126604,1208801,1262474,1090157,1221353,1137091,1287292,1347725,1249922
PubChem_88174324.9,10577029,9629544,10263246,9631647,9202912,9410633,9204797,10674207,10259291,10010073,10531874,11289298,11506053,12285425,12139476,10496524,10035858,11333324
"Benzenebutanoic acid, 4-bromo-.10",1228171,1293271,1198005,1160122,712305,693073,578747,949991,687217,929246,917646,805571,928972,1009296,888143,1035507,1002849,962571
"Benzenebutanoic acid, 4-bromo-.11",2137160,3132818,2942762,2133897,2191105,2294526,1588050,1652520,2156916,1486717,1528302,1514414,1435393,1502781,1531992,1675872,1657265,1495672
2-(4-bromophenyl)-2-methylpropanoic acid.9,2439412,2653396,2481659,2401232,2549434,2536474,2059704,1842796,2242967,1817049,1636712,1722801,1843295,1708116,1998993,2023509,1932785,1868495
"Benzenebutanoic acid, 4-bromo-.12",1157232,1289364,1278228,1160122,1090234,1204434,1059729,949991,1118542,932674,1033834,1078163,934645,1009296,1090194,1203452,1122786,1093363
"Benzenebutanoic acid, 4-bromo-.13",871058,822505,812587,770583,724946,747576,679087,685786,742028,712012,704310,664259,734393,729009,784313,781296,790092,804372
"Benzenebutanoic acid, 4-bromo-.14",3788681,3824195,3339346,3814512,3949758,4003966,4230480,4041822,3872888,4762284,4542066,4013537,4627530,5173527,4969060,4235666,3816024,4242030
Inositol cyclic phosphate,6730298,6317457,4585559,2590728,3587028,4382036,2714534,3155235,3556174,3096908,3501332,3891935,2207491,2470453,2033117,3053118,3103337,3239625
3-(phosphoacetamido)-L-alanine,409691,359103,338467,485092,470149,450389,276098,392463,429014,327525,425907,379809,445479,431138,428850,459438,522506,497528
"Succinic acid, p-chlorobenzyl-",777873,829388,851817,731547,722642,774103,633397,617994,711912,701880,622194,669368,642964,593111,620700,722818,738444,657528
PubChem_163625761.1,7267642,6495696,7165878,7393849,6671800,7482991,7207294,7939510,7102520,8058116,7937022,7915158,8707117,9050544,9092543,7309547,7384095,8088402
UNPD160540,817631,859866,763088,807740,741489,722289,704319,650427,747888,704212,703928,735337,628942,618331,655763,709794,747008,707602
"Succinic acid, p-chlorobenzyl-.1",683569,658648,758701,706703,651295,652476,508204,552054,626875,569810,567094,543127,529277,553067,593498,658209,631550,646674
UNPD32699,815927,691147,851817,731547,783195,774103,633397,617994,652847,701880,622194,653210,615719,568008,601007,696282,726844,657528
"1-methoxy-4-(1,1,2,2,2-pentafluoroethoxy)benzene",379504,377415,319370,339929,385139,349584,1735694,1323594,356043,1757291,1094286,1424986,1850605,1394628,1834723,351560,288707,267967
UNPD149111,7109548,1665211,1567234,326134,2143174,349279,3117047,2445919,614398,1108764,4517400,4582397,3360572,2937486,2065212,2453664,3028550,3730454
